rx_spreadFactor,rx_rssi,rx_loRaSNR,power,location,distance
8,-103.0,10.0,1,11,106.92658869907937
8,-87.33333333333333,11.183333333333332,1,11,106.92658869907937
8,-113.0,-0.2,1,11,611.8090032425212
9,-93.0,11.5,1,11,106.92658869907937
9,-86.77777777777777,11.144444444444444,1,11,106.92658869907937
9,-107.0,0.5,1,11,581.2492954546968
9,-98.0,9.8,1,11,106.92658869907937
9,-90.0,11.8,1,11,106.92658869907937
9,-91.85714285714286,10.542857142857143,1,11,106.92658869907937
10,-68.0,8.8,20,11,106.92658869907937
10,-77.6,9.979999999999999,20,11,106.92658869907936
10,-84.0,9.5,20,11,581.2492954546968
10,-68.0,10.6,20,11,106.92658869907937
10,-88.0,12.0,20,11,581.2492954546968
10,-106.0,-1.0,20,11,611.8090032425212
7,-66.0,10.0,20,11,106.92658869907937
7,-74.2,9.540000000000001,20,11,106.92658869907936
7,-84.0,9.0,20,11,581.2492954546968
7,-71.42857142857143,9.457142857142857,20,11,106.92658869907937
7,-90.0,10.5,20,11,581.2492954546968
8,-68.0,10.5,20,11,106.92658869907937
8,-75.5,11.383333333333333,20,11,106.92658869907937
8,-69.71428571428571,10.828571428571427,20,11,106.92658869907937
8,-87.0,10.8,20,11,581.2492954546968
9,-72.0,11.0,20,11,106.92658869907937
9,-79.66666666666667,12.1,20,11,106.92658869907937
9,-71.28571428571429,11.6,20,11,106.92658869907937
9,-88.0,10.8,20,11,581.2492954546968
10,-88.0,12.0,2,11,106.92658869907937
10,-84.3,10.940000000000001,2,11,106.92658869907936
10,-94.0,9.8,2,11,106.92658869907937
10,-87.0,10.0,2,11,106.92658869907937
10,-88.57142857142857,8.342857142857143,2,11,106.92658869907937
7,-103.0,8.5,2,11,106.92658869907937
7,-84.88888888888889,9.411111111111111,2,11,106.92658869907937
7,-105.0,6.5,2,11,581.2492954546968
7,-86.0,9.0,2,11,106.92658869907937
7,-85.0,10.2,2,11,106.92658869907937
7,-89.66666666666667,6.983333333333334,2,11,106.92658869907937
7,-105.0,-4.5,2,11,611.8090032425212
8,-96.0,11.8,2,11,106.92658869907937
8,-87.44444444444444,10.411111111111111,2,11,106.92658869907937
8,-111.0,-5.0,2,11,611.8090032425212
8,-91.0,11.2,2,11,106.92658869907937
8,-93.0,10.8,2,11,106.92658869907937
8,-87.85714285714286,8.942857142857141,2,11,106.92658869907937
9,-93.0,12.5,2,11,106.92658869907937
9,-90.1,11.78,2,11,106.92658869907936
9,-93.0,11.8,2,11,106.92658869907937
9,-90.0,11.2,2,11,106.92658869907937
9,-89.85714285714286,11.771428571428572,2,11,106.92658869907937
10,-96.0,10.8,3,11,106.92658869907937
10,-85.375,10.45,3,11,106.92658869907937
10,-107.5,4.7,3,11,581.2492954546968
10,-91.0,12.2,3,11,106.92658869907937
10,-82.0,8.5,3,11,106.92658869907937
10,-86.28571428571429,10.957142857142857,3,11,106.92658869907937
7,-92.0,9.2,3,11,106.92658869907937
7,-86.9,9.919999999999998,3,11,106.92658869907936
7,-95.0,9.0,3,11,106.92658869907937
7,-95.0,10.2,3,11,106.92658869907937
7,-86.16666666666667,8.616666666666667,3,11,106.92658869907937
7,-103.0,0.5,3,11,611.8090032425212
8,-87.0,11.2,3,11,106.92658869907937
8,-85.0,10.89,3,11,106.92658869907936
8,-93.0,10.5,3,11,106.92658869907937
8,-84.0,10.5,3,11,106.92658869907937
8,-85.0,10.899999999999999,3,11,106.92658869907937
8,-102.0,1.5,3,11,611.8090032425212
9,-90.0,10.8,3,11,106.92658869907937
9,-88.125,12.2,3,11,106.92658869907937
9,-101.0,-0.5,3,11,581.2492954546968
9,-89.0,11.2,3,11,106.92658869907937
9,-89.0,11.5,3,11,106.92658869907937
9,-91.71428571428571,12.114285714285714,3,11,106.92658869907937
10,-89.0,8.8,4,11,106.92658869907937
10,-86.85714285714286,9.242857142857144,4,11,106.92658869907937
10,-102.66666666666667,8.733333333333333,4,11,581.2492954546968
10,-95.0,10.2,4,11,106.92658869907937
10,-95.0,9.8,4,11,106.92658869907937
10,-82.5,9.266666666666666,4,11,106.92658869907937
10,-110.0,-3.0,4,11,611.8090032425212
7,-82.0,9.8,4,11,106.92658869907937
7,-85.28571428571429,9.842857142857143,4,11,106.92658869907937
7,-103.5,-1.5,4,11,581.2492954546968
7,-104.0,-5.8,4,11,611.8090032425212
7,-83.0,8.5,4,11,106.92658869907937
7,-90.0,9.5,4,11,106.92658869907937
7,-87.57142857142857,9.385714285714286,4,11,106.92658869907937
8,-85.0,10.8,4,11,106.92658869907937
8,-84.22222222222223,11.144444444444444,4,11,106.92658869907937
8,-107.0,6.5,4,11,581.2492954546968
8,-89.0,10.8,4,11,106.92658869907937
8,-91.0,11.0,4,11,106.92658869907937
8,-86.57142857142857,10.9,4,11,106.92658869907937
9,-83.0,12.2,4,11,106.92658869907937
9,-88.44444444444444,11.733333333333333,4,11,106.92658869907937
9,-107.0,7.5,4,11,581.2492954546968
9,-84.0,10.8,4,11,106.92658869907937
9,-94.0,-4.5,4,11,581.2492954546968
9,-86.83333333333333,11.799999999999999,4,11,106.92658869907937
9,-111.0,-3.2,4,11,611.8090032425212
10,-80.0,11.5,5,11,106.92658869907937
10,-83.77777777777777,9.8,5,11,106.92658869907937
10,-101.0,8.8,5,11,581.2492954546968
10,-84.0,11.8,5,11,106.92658869907937
10,-104.0,5.2,5,11,581.2492954546968
10,-86.0,10.799999999999999,5,11,106.92658869907937
7,-108.0,-2.0,5,11,611.8090032425212
7,-89.875,9.1,5,11,106.92658869907937
7,-103.0,8.5,5,11,581.2492954546968
7,-104.0,1.0,5,11,611.8090032425212
7,-85.0,9.0,5,11,106.92658869907937
7,-97.0,9.2,5,11,106.92658869907937
7,-82.14285714285714,9.471428571428572,5,11,106.92658869907937
8,-89.0,11.5,5,11,106.92658869907937
8,-87.9,10.61,5,11,106.92658869907936
8,-84.0,10.8,5,11,106.92658869907937
8,-100.0,9.0,5,11,106.92658869907937
8,-85.0,10.828571428571427,5,11,106.92658869907937
9,-85.0,12.0,5,11,106.92658869907937
9,-89.7,9.95,5,11,106.92658869907936
9,-111.0,-1.2,5,11,611.8090032425212
9,-99.0,10.5,5,11,106.92658869907937
9,-88.42857142857143,12.12857142857143,5,11,106.92658869907937
10,-86.0,11.2,6,11,106.92658869907937
10,-84.5,10.139999999999999,6,11,106.92658869907936
10,-88.0,11.5,6,11,106.92658869907937
10,-82.0,10.2,6,11,106.92658869907937
10,-81.57142857142857,10.428571428571429,6,11,106.92658869907937
7,-85.0,9.8,6,11,106.92658869907937
7,-82.44444444444444,9.81111111111111,6,11,106.92658869907937
7,-99.0,4.0,6,11,581.2492954546968
7,-84.0,9.2,6,11,106.92658869907937
7,-86.0,9.2,6,11,106.92658869907937
7,-84.16666666666667,9.35,6,11,106.92658869907937
7,-109.0,-0.2,6,11,611.8090032425212
8,-85.0,11.2,6,11,106.92658869907937
8,-81.3,9.22,6,11,106.92658869907936
8,-84.0,11.0,6,11,106.92658869907937
8,-85.0,12.0,6,11,106.92658869907937
8,-83.0,10.642857142857142,6,11,106.92658869907937
9,-85.0,12.2,6,11,106.92658869907937
9,-82.55555555555556,11.666666666666666,6,11,106.92658869907937
9,-99.0,6.5,6,11,581.2492954546968
9,-81.0,11.2,6,11,106.92658869907937
9,-84.0,10.5,6,11,106.92658869907937
9,-85.5,12.100000000000001,6,11,106.92658869907937
9,-109.0,2.1,6,11,611.8090032425212
10,-82.0,11.2,7,11,106.92658869907937
10,-81.44444444444444,9.866666666666667,7,11,106.92658869907937
10,-95.0,6.8,7,11,581.2492954546968
10,-82.0,10.2,7,11,106.92658869907937
10,-89.0,10.2,7,11,106.92658869907937
10,-81.57142857142857,9.0,7,11,106.92658869907937
7,-81.0,9.0,7,11,106.92658869907937
7,-83.5,9.36,7,11,106.92658869907936
7,-81.0,9.2,7,11,106.92658869907937
7,-89.0,10.0,7,11,106.92658869907937
7,-81.14285714285714,9.457142857142857,7,11,106.92658869907937
8,-83.0,2.8,7,11,106.92658869907937
8,-83.2,11.0,7,11,106.92658869907936
8,-83.0,11.5,7,11,106.92658869907937
8,-87.0,11.8,7,11,106.92658869907937
8,-84.16666666666667,11.1,7,11,106.92658869907937
8,-109.0,0.8,7,11,611.8090032425212
9,-87.0,12.0,7,11,106.92658869907937
9,-81.44444444444444,8.444444444444445,7,11,106.92658869907937
9,-99.0,-6.0,7,11,611.8090032425212
9,-83.0,12.2,7,11,106.92658869907937
9,-95.0,12.5,7,11,106.92658869907937
9,-81.8,9.14,7,11,106.92658869907936
9,-111.0,-5.7,7,11,611.8090032425212
10,-78.0,10.2,8,11,106.92658869907937
10,-82.4,11.22,8,11,106.92658869907936
10,-79.0,8.8,8,11,106.92658869907937
10,-82.0,10.8,8,11,106.92658869907937
10,-83.5,10.799999999999999,8,11,106.92658869907937
10,-110.0,-2.2,8,11,611.8090032425212
7,-78.0,9.0,8,11,106.92658869907937
7,-84.7,9.49,8,11,106.92658869907936
7,-79.0,8.8,8,11,106.92658869907937
7,-84.0,9.5,8,11,106.92658869907937
7,-85.42857142857143,9.728571428571428,8,11,106.92658869907937
8,-80.0,11.0,8,11,106.92658869907937
8,-81.11111111111111,10.777777777777779,8,11,106.92658869907937
8,-95.0,8.0,8,11,581.2492954546968
8,-105.0,4.2,8,11,611.8090032425212
8,-93.0,11.2,8,11,106.92658869907937
8,-84.14285714285714,11.185714285714285,8,11,106.92658869907937
9,-79.0,11.5,8,11,106.92658869907937
9,-85.55555555555556,11.922222222222222,8,11,106.92658869907937
9,-100.0,10.0,8,11,581.2492954546968
9,-79.0,11.8,8,11,106.92658869907937
9,-99.0,10.0,8,11,581.2492954546968
9,-85.42857142857143,11.828571428571427,8,11,106.92658869907937
10,-79.0,9.8,9,11,106.92658869907937
10,-84.1,10.430000000000001,9,11,106.92658869907936
10,-82.0,11.8,9,11,106.92658869907937
10,-84.0,11.0,9,11,106.92658869907937
10,-82.0,10.616666666666667,9,11,106.92658869907937
10,-108.0,0.0,9,11,611.8090032425212
7,-84.0,9.2,9,11,106.92658869907937
7,-81.55555555555556,9.600000000000001,9,11,106.92658869907937
7,-100.0,8.8,9,11,581.2492954546968
7,-107.0,0.8,9,11,611.8090032425212
7,-87.0,9.5,9,11,106.92658869907937
7,-82.71428571428571,10.057142857142859,9,11,106.92658869907937
8,-83.0,11.0,9,11,106.92658869907937
8,-84.8,11.09,9,11,106.92658869907936
8,-87.0,12.0,9,11,106.92658869907937
8,-84.0,10.2,9,11,106.92658869907937
8,-82.28571428571429,10.87142857142857,9,11,106.92658869907937
9,-79.0,11.2,9,11,106.92658869907937
9,-87.0,10.555555555555555,9,11,106.92658869907937
9,-99.0,9.5,9,11,581.2492954546968
9,-79.0,12.0,9,11,106.92658869907937
9,-97.0,11.5,9,11,106.92658869907937
9,-86.14285714285714,11.971428571428572,9,6,106.92658869907937
10,-77.0,9.7,10,6,29.379611100146935
10,-97.0,10.5,10,6,678.1229681033042
7,-86.75,9.275,10,6,29.379611100146935
7,-100.0,7.8,10,6,678.1229681033042
8,-81.6,11.3,10,6,29.379611100146935
9,-82.6,11.72,10,6,29.379611100146935
10,-76.25,10.25,11,6,29.379611100146935
10,-99.0,9.2,11,6,678.1229681033042
7,-86.0,9.559999999999999,11,6,29.379611100146935
8,-74.0,11.040000000000001,11,6,29.379611100146935
9,-77.0,12.225000000000001,11,6,29.379611100146935
9,-105.0,10.5,11,6,678.1229681033042
10,-73.4,9.6,12,6,29.379611100146935
7,-75.6,9.12,12,6,29.379611100146935
8,-75.8,11.34,12,6,29.379611100146935
9,-80.6,12.18,12,6,29.379611100146935
10,-71.4,11.4,13,6,29.379611100146935
7,-71.2,9.52,13,6,29.379611100146935
8,-75.2,10.940000000000001,13,6,29.379611100146935
9,-75.4,11.34,13,6,29.379611100146935
10,-71.0,10.1,14,6,29.379611100146935
7,-72.75,9.0,14,6,29.379611100146935
7,-90.0,10.2,14,6,678.1229681033042
8,-73.4,10.7,14,6,29.379611100146935
9,-75.66666666666667,11.799999999999999,14,6,29.379611100146935
9,-100.5,10.15,14,6,678.1229681033042
10,-71.0,9.325,15,6,29.379611100146935
10,-93.0,9.0,15,6,678.1229681033042
7,-73.8,9.419999999999998,15,6,29.379611100146935
8,-76.2,11.1,15,6,29.379611100146935
9,-74.2,11.720000000000002,15,6,29.379611100146935
10,-71.8,9.74,16,6,29.379611100146935
7,-69.0,9.325,16,6,29.379611100146935
7,-90.0,9.2,16,6,678.1229681033042
8,-73.0,10.15,16,6,29.379611100146935
8,-91.0,11.2,16,6,678.1229681033042
9,-72.2,11.959999999999999,16,6,29.379611100146935
10,-68.2,10.419999999999998,17,6,29.379611100146935
7,-70.6,9.34,17,6,29.379611100146935
8,-70.4,10.780000000000001,17,6,29.379611100146935
9,-73.0,11.919999999999998,17,6,29.379611100146935
10,-71.0,10.26,18,6,29.379611100146935
7,-71.5,9.9,18,6,29.379611100146935
7,-96.0,9.0,18,6,678.1229681033042
8,-67.6,10.3,18,6,29.379611100146935
9,-68.4,11.26,18,6,29.379611100146935
10,-71.25,9.325,19,6,29.379611100146935
10,-91.0,4.5,19,6,678.1229681033042
7,-67.2,9.180000000000001,19,6,29.379611100146935
8,-70.8,11.02,19,6,29.379611100146935
9,-69.8,11.48,19,6,29.379611100146935
10,-90.33333333333333,10.933333333333332,1,6,29.379611100146935
10,-110.0,-11.65,1,6,680.3810724969694
7,-97.8,9.42,1,6,29.379611100146935
8,-84.6,9.940000000000001,1,6,29.379611100146935
9,-84.8,11.580000000000002,1,6,29.379611100146935
10,-74.6,9.819999999999999,20,6,29.379611100146935
7,-70.0,9.419999999999998,20,6,29.379611100146935
8,-74.2,10.38,20,6,29.379611100146935
9,-72.0,11.899999999999999,20,6,29.379611100146935
9,-95.0,9.8,20,6,678.1229681033042
9,-82.2,10.780000000000001,2,6,29.379611100146935
7,-90.4,8.74,2,6,29.379611100146935
8,-88.0,10.7,2,6,29.379611100146935
8,-112.0,-10.5,2,6,680.3810724969694
9,-86.8,9.02,2,6,29.379611100146935
9,-82.2,7.94,3,6,29.379611100146935
7,-85.2,9.48,3,6,29.379611100146935
8,-83.0,11.1,3,6,29.379611100146935
9,-84.25,3.625,3,6,29.379611100146935
9,-108.0,-4.8,3,6,680.3810724969694
10,-86.75,10.3,4,6,29.379611100146935
10,-113.0,3.5,4,6,678.1229681033042
7,-85.8,9.16,4,6,29.379611100146935
8,-84.8,10.959999999999999,4,6,29.379611100146935
9,-87.4,11.8,4,6,29.379611100146935
10,-88.2,11.14,5,6,29.379611100146935
7,-84.0,9.15,5,6,29.379611100146935
7,-101.0,0.0,5,6,678.1229681033042
8,-80.2,10.559999999999999,5,6,29.379611100146935
9,-83.0,11.95,5,6,29.379611100146935
9,-113.0,1.8,5,6,678.1229681033042
10,-78.75,10.625,6,6,29.379611100146935
10,-101.0,7.2,6,6,678.1229681033042
7,-83.2,9.34,6,6,29.379611100146935
8,-82.0,6.85,6,6,29.379611100146935
8,-102.0,10.0,6,6,678.1229681033042
9,-88.0,11.75,6,6,29.379611100146935
9,-105.0,10.0,6,6,678.1229681033042
10,-78.66666666666667,11.333333333333334,7,6,29.379611100146935
10,-106.5,5.9,7,6,678.1229681033042
7,-84.2,6.779999999999999,7,6,29.379611100146935
8,-82.75,10.774999999999999,7,6,29.379611100146935
8,-112.0,5.2,7,6,678.1229681033042
9,-84.25,12.0,7,6,29.379611100146935
9,-111.0,8.0,7,6,678.1229681033042
10,-75.8,10.6,8,6,29.379611100146935
7,-78.8,9.120000000000001,8,6,29.379611100146935
8,-74.8,11.02,8,6,29.379611100146935
9,-77.4,11.4,8,6,29.379611100146935
10,-85.0,8.6,9,6,29.379611100146935
10,-111.0,2.8,9,6,678.1229681033042
7,-78.6,10.040000000000001,9,6,29.379611100146935
8,-76.33333333333333,11.266666666666666,9,6,29.379611100146935
8,-97.0,10.5,9,6,678.1229681033042
9,-84.66666666666667,10.666666666666666,9,409,29.379611100146935
9,-104.0,8.85,9,409,678.1229681033042
10,-88.75,10.3,10,409,172.87362951945445
10,-97.0,8.5,10,409,579.7277239670944
7,-90.5,9.125,10,409,172.87362951945445
7,-95.0,9.5,10,409,579.7277239670944
7,-91.4,10.959999999999999,10,409,172.87362951945445
9,-90.75,11.25,10,409,172.87362951945445
9,-96.0,10.8,10,409,579.7277239670944
10,-86.2,10.6,11,409,172.87362951945445
7,-88.6,10.0,11,409,172.87362951945445
8,-89.25,11.1,11,409,172.87362951945445
8,-99.0,10.5,11,409,579.7277239670944
9,-92.25,11.25,11,409,172.87362951945445
9,-95.0,10.2,11,409,579.7277239670944
10,-84.8,9.540000000000001,12,409,172.87362951945445
7,-88.6,9.26,12,409,172.87362951945445
8,-87.6,11.580000000000002,12,409,172.87362951945445
9,-88.0,11.075,12,409,172.87362951945445
9,-95.0,11.0,12,409,579.7277239670944
10,-84.6,12.14,13,409,172.87362951945445
7,-85.75,9.75,13,409,172.87362951945445
7,-90.0,9.2,13,409,579.7277239670944
8,-87.2,10.8,13,409,172.87362951945445
9,-86.4,11.959999999999999,13,409,172.87362951945445
10,-85.5,8.85,14,409,172.87362951945445
10,-90.0,8.8,14,409,579.7277239670944
7,-83.8,9.62,14,409,172.87362951945445
8,-84.6,10.540000000000001,14,409,172.87362951945445
9,-87.0,11.55,14,409,172.87362951945445
9,-96.0,11.0,14,409,579.7277239670944
10,-84.33333333333333,9.700000000000001,15,409,172.87362951945445
10,-89.0,9.5,15,409,579.7277239670944
7,-83.33333333333333,9.466666666666667,15,409,172.87362951945445
7,-89.5,9.35,15,409,579.7277239670944
8,-87.8,11.24,15,409,172.87362951945445
9,-90.2,12.540000000000001,15,409,172.87362951945445
10,-78.0,10.425,16,409,172.87362951945445
10,-90.0,11.2,16,409,579.7277239670944
7,-82.6,10.1,16,409,172.87362951945445
8,-83.0,11.0,16,409,172.87362951945445
9,-86.5,12.2,16,409,172.87362951945445
9,-89.0,11.5,16,409,579.7277239670944
10,-85.0,11.625,17,409,172.87362951945445
10,-85.0,10.2,17,409,579.7277239670944
7,-86.0,9.620000000000001,17,409,172.87362951945445
8,-85.4,10.559999999999999,17,409,172.87362951945445
9,-87.0,11.74,17,409,172.87362951945445
10,-82.66666666666667,10.233333333333333,18,409,172.87362951945445
10,-85.0,10.2,18,409,579.7277239670944
10,-100.0,6.5,18,409,535.6259811328357
7,-84.0,9.75,18,409,172.87362951945445
7,-87.66666666666667,9.1,18,409,579.7277239670944
8,-83.0,11.0,18,409,172.87362951945445
8,-87.0,11.299999999999999,18,409,579.7277239670944
9,-86.0,12.0,18,409,172.87362951945445
9,-88.66666666666667,10.1,18,409,579.7277239670944
10,-81.33333333333333,10.933333333333332,19,409,172.87362951945445
10,-85.5,5.199999999999999,19,409,579.7277239670944
7,-81.6,8.9,19,409,172.87362951945445
8,-82.33333333333333,10.833333333333334,19,409,172.87362951945445
8,-85.0,10.75,19,409,579.7277239670944
9,-81.25,12.175,19,409,172.87362951945445
9,-89.0,12.0,19,409,579.7277239670944
10,-94.0,10.666666666666666,1,409,172.87362951945445
10,-104.5,6.85,1,409,579.7277239670944
7,-97.0,9.059999999999999,1,409,172.87362951945445
8,-96.5,10.95,1,409,172.87362951945445
8,-100.0,9.2,1,409,579.7277239670944
9,-98.4,9.959999999999999,1,409,172.87362951945445
10,-80.33333333333333,9.166666666666666,20,409,172.87362951945445
10,-88.5,12.1,20,409,579.7277239670944
7,-79.2,9.86,20,409,172.87362951945445
8,-80.5,11.7,20,409,172.87362951945445
8,-89.0,10.0,20,409,579.7277239670944
9,-82.0,11.075,20,409,172.87362951945445
9,-97.0,7.5,20,409,535.6259811328357
10,-93.2,10.12,2,409,172.87362951945445
7,-96.6,9.459999999999999,2,409,172.87362951945445
8,-98.5,11.075,2,409,172.87362951945445
8,-107.0,2.8,2,409,579.7277239670944
9,-98.2,11.74,2,409,172.87362951945445
10,-95.8,9.819999999999999,3,409,172.87362951945445
7,-95.25,7.675,3,409,172.87362951945445
7,-103.0,8.0,3,409,579.7277239670944
8,-97.0,10.379999999999999,3,409,172.87362951945445
9,-99.25,10.9,3,409,172.87362951945445
9,-107.0,4.5,3,409,579.7277239670944
10,-90.8,10.3,4,409,172.87362951945445
7,-95.0,9.419999999999998,4,409,172.87362951945445
8,-96.0,10.8,4,409,172.87362951945445
9,-99.6,11.059999999999999,4,409,172.87362951945445
10,-92.4,10.540000000000001,5,409,172.87362951945445
7,-92.8,9.180000000000001,5,409,172.87362951945445
7,-94.8,10.48,5,409,172.87362951945445
9,-98.0,11.6,5,409,172.87362951945445
9,-98.0,-5.2,5,409,579.7277239670944
10,-92.2,11.64,6,409,172.87362951945445
7,-93.2,9.2,6,409,172.87362951945445
8,-94.4,10.66,6,409,172.87362951945445
9,-96.2,11.66,6,409,172.87362951945445
10,-93.33333333333333,8.066666666666666,7,409,172.87362951945445
10,-98.0,6.699999999999999,7,409,579.7277239670944
7,-91.4,9.36,7,409,172.87362951945445
8,-92.6,10.620000000000001,7,409,172.87362951945445
9,-93.66666666666667,11.4,7,409,172.87362951945445
9,-105.0,4.5,7,409,579.7277239670944
10,-90.25,10.175,8,409,172.87362951945445
10,-95.0,8.2,8,409,579.7277239670944
7,-89.2,8.780000000000001,8,409,172.87362951945445
8,-91.2,10.559999999999999,8,409,172.87362951945445
9,-94.8,11.86,8,409,172.87362951945445
10,-87.4,9.719999999999999,9,409,172.87362951945445
7,-89.6,8.580000000000002,9,409,172.87362951945445
8,-89.8,10.9,9,409,172.87362951945445
9,-93.0,12.24,9,410,172.87362951945445
10,-99.0,9.775,10,410,185.05154342307281
10,-105.0,5.5,10,410,520.3892151280121
7,-101.25,8.475,10,410,185.05154342307281
7,-103.0,7.8,10,410,559.5615890229241
8,-98.33333333333333,9.833333333333334,10,410,185.0515434230728
8,-101.0,9.85,10,410,559.5615890229241
8,-105.0,8.966666666666667,10,410,185.0515434230728
8,-102.0,0.34999999999999964,10,410,559.5615890229241
10,-100.5,8.4,11,410,185.05154342307281
10,-100.0,8.8,11,410,559.5615890229241
10,-101.0,7.2,11,410,520.3892151280121
7,-106.0,8.2,11,410,185.05154342307281
7,-101.33333333333333,8.366666666666667,11,410,559.5615890229241
7,-102.0,6.8,11,410,520.3892151280121
8,-99.25,10.225000000000001,11,410,185.05154342307281
8,-101.0,7.5,11,410,520.3892151280121
9,-102.0,9.65,11,410,185.05154342307281
9,-103.0,9.2,11,410,559.5615890229241
10,-91.5,9.15,12,410,185.05154342307281
10,-99.66666666666667,9.1,12,410,559.5615890229241
7,-98.33333333333333,8.566666666666666,12,410,185.0515434230728
7,-99.5,9.0,12,410,559.5615890229241
8,-97.0,10.3,12,410,185.05154342307281
8,-101.0,6.8,12,410,520.3892151280121
9,-98.0,10.6,12,410,185.0515434230728
9,-100.5,10.9,12,410,559.5615890229241
10,-94.5,9.75,13,410,185.05154342307281
10,-100.0,6.8,13,410,559.5615890229241
10,-98.5,7.4,13,410,520.3892151280121
7,-99.33333333333333,9.166666666666666,13,410,185.0515434230728
7,-103.0,7.5,13,410,559.5615890229241
7,-100.0,7.0,13,410,520.3892151280121
8,-93.0,10.6,13,410,185.05154342307281
8,-104.0,5.5,13,410,559.5615890229241
8,-100.5,7.699999999999999,13,410,520.3892151280121
9,-98.6,10.320000000000002,13,410,185.05154342307281
10,-97.5,10.05,14,410,185.05154342307281
10,-102.0,1.5,14,410,520.3892151280121
7,-96.25,9.325,14,410,185.05154342307281
7,-101.0,6.2,14,410,520.3892151280121
8,-95.33333333333333,10.766666666666666,14,410,185.0515434230728
8,-99.0,10.2,14,410,559.5615890229241
8,-97.0,8.8,14,410,520.3892151280121
9,-99.0,12.1,14,410,185.05154342307281
9,-99.0,9.8,14,410,559.5615890229241
9,-102.0,5.5,14,410,520.3892151280121
10,-95.0,9.8,15,410,185.05154342307281
10,-95.0,9.2,15,410,559.5615890229241
10,-97.33333333333333,6.633333333333333,15,410,520.3892151280121
7,-97.5,9.5,15,410,185.05154342307281
7,-96.5,8.6,15,410,559.5615890229241
7,-96.0,-0.2,15,410,520.3892151280121
8,-96.0,9.2,15,410,185.05154342307281
8,-97.75,10.425,15,410,559.5615890229241
9,-97.75,10.675,15,410,185.05154342307281
9,-102.0,8.8,15,410,520.3892151280121
10,-90.6,10.7,16,410,185.05154342307281
7,-91.0,8.8,16,410,185.05154342307281
7,-95.0,9.0,16,410,559.5615890229241
7,-99.0,6.933333333333334,16,410,520.3892151280121
8,-97.0,11.0,16,410,185.05154342307281
8,-98.5,10.65,16,410,559.5615890229241
8,-98.5,8.1,16,410,520.3892151280121
9,-94.33333333333333,11.700000000000001,16,410,185.0515434230728
9,-97.0,9.0,16,410,559.5615890229241
9,-97.0,9.5,16,410,520.3892151280121
10,-90.2,10.34,17,410,185.05154342307281
7,-90.0,9.2,17,410,185.05154342307281
7,-95.0,7.2,17,410,520.3892151280121
8,-93.25,10.3,17,410,185.05154342307281
8,-92.0,9.5,17,410,520.3892151280121
9,-94.75,11.375,17,410,185.05154342307281
9,-94.0,7.2,17,410,520.3892151280121
10,-88.33333333333333,10.166666666666666,18,410,185.0515434230728
10,-95.0,5.65,18,410,520.3892151280121
7,-91.75,8.925,18,410,185.05154342307281
7,-99.0,6.5,18,410,520.3892151280121
8,-93.33333333333333,10.4,18,410,185.0515434230728
8,-92.0,9.2,18,410,559.5615890229241
9,-90.0,11.25,18,410,185.05154342307281
9,-96.0,8.8,18,410,520.3892151280121
10,-88.8,9.78,19,410,185.05154342307281
7,-90.5,8.4,19,410,185.05154342307281
7,-94.0,8.8,19,410,520.3892151280121
8,-92.0,10.84,19,410,185.05154342307281
9,-89.8,11.98,19,410,185.05154342307281
10,-110.0,5.5,1,410,185.0515434230728
10,-111.0,3.0,1,410,559.5615890229241
10,-106.0,0.0,1,410,520.3892151280121
7,-107.5,5.975,1,410,185.05154342307281
7,-104.0,-6.5,1,410,520.3892151280121
8,-110.0,6.56,1,410,185.05154342307281
9,-111.8,6.459999999999999,1,410,185.05154342307281
10,-85.8,11.079999999999998,20,410,185.05154342307281
7,-86.25,9.175,20,410,185.05154342307281
7,-95.0,8.0,20,410,520.3892151280121
8,-87.0,10.675,20,410,185.05154342307281
8,-89.0,7.8,20,410,559.5615890229241
9,-89.8,11.419999999999998,20,410,185.05154342307281
10,-103.66666666666667,8.466666666666667,2,410,185.0515434230728
10,-110.0,3.2,2,410,559.5615890229241
10,-108.0,-0.5,2,410,520.3892151280121
7,-108.0,5.833333333333333,2,410,185.0515434230728
7,-114.0,1.8,2,410,559.5615890229241
7,-107.0,-5.2,2,410,520.3892151280121
8,-108.5,6.0,2,410,185.05154342307281
8,-109.66666666666667,4.833333333333333,2,410,559.5615890229241
9,-108.5,7.95,2,410,185.05154342307281
9,-113.0,5.2,2,410,559.5615890229241
10,-103.25,8.55,3,410,185.05154342307281
10,-108.0,0.8,3,410,520.3892151280121
7,-106.5,6.3,3,410,185.05154342307281
7,-107.0,4.5,3,410,559.5615890229241
8,-104.75,8.65,3,410,185.05154342307281
8,-108.0,5.2,3,410,559.5615890229241
9,-108.33333333333333,8.366666666666667,3,410,185.0515434230728
9,-111.0,5.6,3,410,559.5615890229241
10,-104.5,6.7,4,410,185.05154342307281
10,-107.0,-6.0,4,410,520.3892151280121
7,-103.75,7.825,4,410,185.05154342307281
7,-105.0,1.5,4,410,520.3892151280121
8,-104.0,9.5,4,410,185.05154342307281
8,-108.0,4.2,4,410,559.5615890229241
9,-111.0,7.6000000000000005,4,410,185.0515434230728
9,-113.5,4.2,4,410,559.5615890229241
10,-103.6,7.76,5,410,185.05154342307281
7,-105.75,7.1,5,410,185.05154342307281
7,-109.0,6.2,5,410,559.5615890229241
8,-103.5,9.75,5,410,185.05154342307281
